,agemid,low95,median,up95,,,,,
1,42,0.000133651,0.003547062,0.031144213,,0.406432273,10.78661697,94.70955043,(%/month)
2,47,0.000133651,0.003547062,0.031144213,,,,,
3,53,0.000133651,0.003547062,0.031144213,,,,,
4,59,0.000133651,0.003547062,0.031144213,,,,,
5,85,0.000133651,0.003547062,0.031144213,,,,,
6,96,0.000133651,0.003547062,0.031144213,,,,,
7,98,0.000133651,0.003547062,0.031144213,,,,,
8,110,0.000133651,0.003547062,0.031144213,,,,,
9,141,0.000133651,0.003547062,0.031144213,,,,,
10,146,0.000133651,0.003547062,0.031144213,,,,,
11,158,0.000133651,0.003547062,0.031144213,,,,,
12,159,0.000133651,0.003547062,0.031144213,,,,,
13,206,0.000133651,0.003547062,0.031144213,,,,,
14,214,0.000133651,0.003547062,0.031144213,,,,,
15,216,0.000133651,0.003547062,0.031144213,,,,,
16,224,0.000133651,0.003547062,0.031144213,,,,,
17,257,0.000133651,0.003547062,0.031144213,,,,,
18,266,0.000133651,0.003547062,0.031144213,,,,,
19,271,0.000133651,0.003547062,0.031144213,,,,,
20,276,0.000133651,0.003547062,0.031144213,,,,,
21,330,0.000133651,0.003547062,0.031144213,,,,,
22,336,0.000133651,0.003547062,0.031144213,,,,,
23,340,0.000133651,0.003547062,0.031144213,,,,,
24,343,0.000133651,0.003547062,0.031144213,,,,,
25,375,0.000133651,0.003547062,0.031144213,,,,,
26,379,0.000133651,0.003547062,0.031144213,,,,,
27,385,0.000133651,0.003547062,0.031144213,,,,,
28,432,0.000133651,0.003547062,0.031144213,,,,,
29,453,0.000133651,0.003547062,0.031144213,,,,,
30,460,0.000133651,0.003547062,0.031144213,,,,,
31,464,0.000133651,0.003547062,0.031144213,,,,,
32,510,0.000133651,0.003547062,0.031144213,,,,,
33,516,0.000133651,0.003547062,0.031144213,,,,,
34,531,0.000133651,0.003547062,0.031144213,,,,,
35,534,0.000133651,0.003547062,0.031144213,,,,,
36,571,0.000133651,0.003547062,0.031144213,,,,,
37,586,0.000133651,0.003547062,0.031144213,,,,,
38,588,0.000133651,0.003547062,0.031144213,,,,,
39,629,0.000133651,0.003547062,0.031144213,,,,,
40,631,0.000133651,0.003547062,0.031144213,,,,,
41,647,0.000133651,0.003547062,0.031144213,,,,,
42,690,0.000133651,0.003547062,0.031144213,,,,,
43,693,0.000133651,0.003547062,0.031144213,,,,,
44,706,0.000133651,0.003547062,0.031144213,,,,,
45,722,0.000133651,0.003547062,0.031144213,,,,,
46,770,0.000133651,0.003547062,0.031144213,,,,,
47,780,0.000133651,0.003547062,0.031144213,,,,,
48,850,0.000133651,0.003547062,0.031144213,,,,,
49,857,0.000133651,0.003547062,0.031144213,,,,,
50,980,0.000133651,0.003547062,0.031144213,,,,,
51,997,0.000133651,0.003547062,0.031144213,,,,,
52,1014,0.000133651,0.003547062,0.031144213,,,,,
53,1052,0.000133651,0.003547062,0.031144213,,,,,
54,1134,0.000133651,0.003547062,0.031144213,,,,,
55,1176,0.000133651,0.003547062,0.031144213,,,,,
56,1188,0.000133651,0.003547062,0.031144213,,,,,
57,1226,0.000133651,0.003547062,0.031144213,,,,,
58,1348,0.000133651,0.003547062,0.031144213,,,,,
59,1356,0.000133651,0.003547062,0.031144213,,,,,
60,1377,0.000133651,0.003547062,0.031144213,,,,,
61,1389,0.000133651,0.003547062,0.031144213,,,,,
62,1519,0.000133651,0.003547062,0.031144213,,,,,
63,1526,0.000133651,0.003547062,0.031144213,,,,,
64,1564,0.000133651,0.003547062,0.031144213,,,,,
65,1592,0.000133651,0.003547062,0.031144213,,,,,
66,1676,0.000133651,0.003547062,0.031144213,,,,,
67,1721,0.000133651,0.003547062,0.031144213,,,,,
68,1755,0.000133651,0.003547062,0.031144213,,,,,
69,1807,0.000133651,0.003547062,0.031144213,,,,,
70,1833,0.000133651,0.003547062,0.031144213,,,,,
71,1841,0.000133651,0.003547062,0.031144213,,,,,
72,1848,0.000133651,0.003547062,0.031144213,,,,,
